id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category & sub-category,Percent Funded,Average Donation,Parent Category,Sub-Category
895,Adams-Rollins,Integrated demand-driven info-mediaries,159800,11108,failed,107,US,USD,1517637600,1518415200,FALSE,FALSE,theater/plays,7%,5607.5,,
896,Wright-Bryant,Reverse-engineered client-server extranet,19800,153338,successful,1460,AU,AUD,1310619600,1310878800,FALSE,TRUE,food/food trucks,774%,77399,,
897,Berry-Cannon,Organized discrete encoding,8800,2437,failed,27,US,USD,1556427600,1556600400,FALSE,FALSE,theater/plays,28%,1232,,
898,Davis-Gonzalez,Balanced regional flexibility,179100,93991,failed,1221,US,USD,1576476000,1576994400,FALSE,FALSE,film & video/documentary,52%,47606,,
899,Best-Young,Implemented multimedia time-frame,3100,12620,successful,123,CH,CHF,1381122000,1382677200,FALSE,FALSE,music/jazz,407%,6371.5,,
900,"Powers, Smith and Deleon",Enhanced uniform service-desk,100,2,failed,1,US,USD,1411102800,1411189200,FALSE,TRUE,technology/web,2%,1.5,,
901,Hogan Group,Versatile bottom-line definition,5600,8746,successful,159,US,USD,1531803600,1534654800,FALSE,TRUE,music/rock,156%,4452.5,,
902,"Wang, Silva and Byrd",Integrated bifurcated software,1400,3534,successful,110,US,USD,1454133600,1457762400,FALSE,FALSE,technology/web,252%,1822,,
903,Parker-Morris,Assimilated next generation instruction set,41000,709,live,14,US,USD,1336194000,1337490000,FALSE,TRUE,publishing/nonfiction,2%,361.5,,
904,"Rodriguez, Johnson and Jackson",Digitized foreground array,6500,795,failed,16,US,USD,1349326800,1349672400,FALSE,FALSE,publishing/radio & podcasts,12%,405.5,,
905,Haynes PLC,Re-engineered clear-thinking project,7900,12955,successful,236,US,USD,1379566800,1379826000,FALSE,FALSE,theater/plays,164%,6595.5,,
906,Hayes Group,Implemented even-keeled standardization,5500,8964,successful,191,US,USD,1494651600,1497762000,TRUE,TRUE,film & video/documentary,163%,4577.5,,
907,"White, Pena and Calhoun",Quality-focused asymmetric adapter,9100,1843,failed,41,US,USD,1303880400,1304485200,FALSE,FALSE,theater/plays,20%,942,,
908,Bryant-Pope,Networked intangible help-desk,38200,121950,successful,3934,US,USD,1335934800,1336885200,FALSE,FALSE,games/video games,319%,62942,,
909,"Gates, Li and Thompson",Synchronized attitude-oriented frame,1800,8621,successful,80,CA,CAD,1528088400,1530421200,FALSE,TRUE,theater/plays,479%,4350.5,,
910,King-Morris,Proactive incremental architecture,154500,30215,canceled,296,US,USD,1421906400,1421992800,FALSE,FALSE,theater/plays,20%,15255.5,,
911,"Carter, Cole and Curtis",Cloned responsive standardization,5800,11539,successful,462,US,USD,1568005200,1568178000,TRUE,FALSE,technology/web,199%,6000.5,,
912,Sanchez-Parsons,Reduced bifurcated pricing structure,1800,14310,successful,179,US,USD,1346821200,1347944400,TRUE,FALSE,film & video/drama,795%,7244.5,,
913,Rivera-Pearson,Re-engineered asymmetric challenge,70200,35536,failed,523,AU,AUD,1557637200,1558760400,FALSE,FALSE,film & video/drama,51%,18029.5,,
914,"Ramirez, Padilla and Barrera",Diverse client-driven conglomeration,6400,3676,failed,141,GB,GBP,1375592400,1376629200,FALSE,FALSE,theater/plays,57%,1908.5,,
915,Riggs Group,Configurable upward-trending solution,125900,195936,successful,1866,GB,GBP,1503982800,1504760400,FALSE,FALSE,film & video/television,156%,98901,,
916,Clements Ltd,Persistent bandwidth-monitored framework,3700,1343,failed,52,US,USD,1418882400,1419660000,FALSE,FALSE,photography/photography books,36%,697.5,,
917,Cooper Inc,Polarized discrete product,3600,2097,live,27,GB,GBP,1309237200,1311310800,FALSE,TRUE,film & video/shorts,58%,1062,,
918,Jones-Gonzalez,Seamless dynamic website,3800,9021,successful,156,CH,CHF,1343365200,1344315600,FALSE,FALSE,publishing/radio & podcasts,237%,4588.5,,
919,Fox Ltd,Extended multimedia firmware,35600,20915,failed,225,AU,AUD,1507957200,1510725600,FALSE,TRUE,theater/plays,59%,10570,,
920,"Green, Murphy and Webb",Versatile directional project,5300,9676,successful,255,US,USD,1549519200,1551247200,TRUE,FALSE,film & video/animation,183%,4965.5,,
921,Stevenson PLC,Profound directional knowledge user,160400,1210,failed,38,US,USD,1329026400,1330236000,FALSE,FALSE,technology/web,1%,624,,
922,Soto-Anthony,Ameliorated logistical capability,51400,90440,successful,2261,US,USD,1544335200,1545112800,FALSE,TRUE,music/world music,176%,46350.5,,
923,Wise and Sons,Sharable discrete definition,1700,4044,successful,40,US,USD,1279083600,1279170000,FALSE,FALSE,theater/plays,238%,2042,,
924,Butler-Barr,User-friendly next generation core,39400,192292,successful,2289,IT,EUR,1572498000,1573452000,FALSE,FALSE,theater/plays,488%,97290.5,,
925,"Wilson, Jefferson and Anderson",Profit-focused empowering system engine,3000,6722,successful,65,US,USD,1506056400,1507093200,FALSE,FALSE,theater/plays,224%,3393.5,,
926,Brown-Oliver,Synchronized cohesive encoding,8700,1577,failed,15,US,USD,1463029200,1463374800,FALSE,FALSE,food/food trucks,18%,796,,
927,Davis-Gardner,Synergistic dynamic utilization,7200,3301,failed,37,US,USD,1342069200,1344574800,FALSE,FALSE,theater/plays,46%,1669,,
928,Dawson Group,Triple-buffered bi-directional model,167400,196386,successful,3777,IT,EUR,1388296800,1389074400,FALSE,FALSE,technology/web,117%,100081.5,,
929,Turner-Terrell,Polarized tertiary function,5500,11952,successful,184,GB,GBP,1493787600,1494997200,FALSE,FALSE,theater/plays,217%,6068,,
930,"Hall, Buchanan and Benton",Configurable fault-tolerant structure,3500,3930,successful,85,US,USD,1424844000,1425448800,FALSE,TRUE,theater/plays,112%,2007.5,,
931,"Lowery, Hayden and Cruz",Digitized 24/7 budgetary management,7900,5729,failed,112,US,USD,1403931600,1404104400,FALSE,TRUE,theater/plays,73%,2920.5,,
932,"Mora, Miller and Harper",Stand-alone zero tolerance algorithm,2300,4883,successful,144,US,USD,1394514000,1394773200,FALSE,FALSE,music/rock,212%,2513.5,,
933,Espinoza Group,Implemented tangible support,73000,175015,successful,1902,US,USD,1365397200,1366520400,FALSE,FALSE,theater/plays,240%,88458.5,,
934,"Davis, Crawford and Lopez",Reactive radical framework,6200,11280,successful,105,US,USD,1456120800,1456639200,FALSE,FALSE,theater/plays,182%,5692.5,,
935,"Richards, Stevens and Fleming",Object-based full-range knowledge user,6100,10012,successful,132,US,USD,1437714000,1438318800,FALSE,FALSE,theater/plays,164%,5072,,
936,Brown Ltd,Enhanced composite contingency,103200,1690,failed,21,US,USD,1563771600,1564030800,TRUE,FALSE,theater/plays,2%,855.5,,
937,"Tapia, Sandoval and Hurley",Cloned fresh-thinking model,171000,84891,canceled,976,US,USD,1448517600,1449295200,FALSE,FALSE,film & video/documentary,50%,42933.5,,
938,Allen Inc,Total dedicated benchmark,9200,10093,successful,96,US,USD,1528779600,1531890000,FALSE,TRUE,publishing/fiction,110%,5094.5,,
939,"Williams, Johnson and Campbell",Streamlined human-resource Graphic Interface,7800,3839,failed,67,US,USD,1304744400,1306213200,FALSE,TRUE,games/video games,49%,1953,,
940,Wiggins Ltd,Upgradable analyzing core,9900,6161,live,66,CA,CAD,1354341600,1356242400,FALSE,FALSE,technology/web,62%,3113.5,,
941,Luna-Horne,Profound exuding pricing structure,43000,5615,failed,78,US,USD,1294552800,1297576800,TRUE,FALSE,theater/plays,13%,2846.5,,
942,Allen Inc,Horizontal optimizing model,9600,6205,failed,67,AU,AUD,1295935200,1296194400,FALSE,FALSE,theater/plays,65%,3136,,
943,"Peterson, Gonzalez and Spencer",Synchronized fault-tolerant algorithm,7500,11969,successful,114,US,USD,1411534800,1414558800,FALSE,FALSE,food/food trucks,160%,6041.5,,
944,Walter Inc,Streamlined 5thgeneration intranet,10000,8142,failed,263,AU,AUD,1486706400,1488348000,FALSE,FALSE,photography/photography books,81%,4202.5,,
945,"Sanders, Farley and Huffman",Cross-group clear-thinking task-force,172000,55805,failed,1691,US,USD,1333602000,1334898000,TRUE,FALSE,photography/photography books,32%,28748,,
946,"Hall, Holmes and Walker",Public-key bandwidth-monitored intranet,153700,15238,failed,181,US,USD,1308200400,1308373200,FALSE,FALSE,theater/plays,10%,7709.5,,
947,Smith-Powell,Upgradable clear-thinking hardware,3600,961,failed,13,US,USD,1411707600,1412312400,FALSE,FALSE,theater/plays,27%,487,,
948,Smith-Hill,Integrated holistic paradigm,9400,5918,canceled,160,US,USD,1418364000,1419228000,TRUE,TRUE,film & video/documentary,63%,3039,,
949,Wright LLC,Seamless clear-thinking conglomeration,5900,9520,successful,203,US,USD,1429333200,1430974800,FALSE,FALSE,technology/web,161%,4861.5,,
950,"Williams, Orozco and Gomez",Persistent content-based methodology,100,5,failed,1,US,USD,1555390800,1555822800,FALSE,TRUE,theater/plays,5%,3,,
951,Peterson Ltd,Re-engineered 24hour matrix,14500,159056,successful,1559,US,USD,1482732000,1482818400,FALSE,TRUE,music/rock,1097%,80307.5,,
952,Cummings-Hayes,Virtual multi-tasking core,145500,101987,canceled,2266,US,USD,1470718800,1471928400,FALSE,FALSE,film & video/documentary,70%,52126.5,,
953,Boyle Ltd,Streamlined fault-tolerant conglomeration,3300,1980,failed,21,US,USD,1450591200,1453701600,FALSE,TRUE,film & video/science fiction,60%,1000.5,,
954,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600,156384,successful,1548,AU,AUD,1348290000,1350363600,FALSE,FALSE,technology/web,367%,78966,,
955,Moss-Obrien,Function-based next generation emulation,700,7763,successful,80,US,USD,1353823200,1353996000,FALSE,FALSE,theater/plays,1109%,3921.5,,
956,Wood Inc,Re-engineered composite focus group,187600,35698,failed,830,US,USD,1450764000,1451109600,FALSE,FALSE,film & video/science fiction,19%,18264,,
957,"Riley, Cohen and Goodman",Profound mission-critical function,9800,12434,successful,131,US,USD,1329372000,1329631200,FALSE,FALSE,theater/plays,127%,6282.5,,
958,"Green, Robinson and Ho",De-engineered zero-defect open system,1100,8081,successful,112,US,USD,1277096400,1278997200,FALSE,FALSE,film & video/animation,735%,4096.5,,
959,Black-Graham,Operative hybrid utilization,145000,6631,failed,130,US,USD,1277701200,1280120400,FALSE,FALSE,publishing/translations,5%,3380.5,,
960,Robbins Group,Function-based interactive matrix,5500,4678,failed,55,US,USD,1454911200,1458104400,FALSE,FALSE,technology/web,85%,2366.5,,
961,"Mason, Case and May",Optimized content-based collaboration,5700,6800,successful,155,US,USD,1297922400,1298268000,FALSE,FALSE,publishing/translations,119%,3477.5,,
962,"Harris, Russell and Mitchell",User-centric cohesive policy,3600,10657,successful,266,US,USD,1384408800,1386223200,FALSE,FALSE,food/food trucks,296%,5461.5,,
963,Rodriguez-Robinson,Ergonomic methodical hub,5900,4997,failed,114,IT,EUR,1299304800,1299823200,FALSE,TRUE,photography/photography books,85%,2555.5,,
964,"Peck, Higgins and Smith",Devolved disintermediate encryption,3700,13164,successful,155,US,USD,1431320400,1431752400,FALSE,FALSE,theater/plays,356%,6659.5,,
965,Nunez-King,Phased clear-thinking policy,2200,8501,successful,207,GB,GBP,1264399200,1267855200,FALSE,FALSE,music/rock,386%,4354,,
966,Davis and Sons,Seamless solution-oriented capacity,1700,13468,successful,245,US,USD,1497502800,1497675600,FALSE,FALSE,theater/plays,792%,6856.5,,
967,Howard-Douglas,Organized human-resource attitude,88400,121138,successful,1573,US,USD,1333688400,1336885200,FALSE,FALSE,music/world music,137%,61355.5,,
968,Gonzalez-White,Open-architected disintermediate budgetary management,2400,8117,successful,114,US,USD,1293861600,1295157600,FALSE,FALSE,food/food trucks,338%,4115.5,,
969,Lopez-King,Multi-lateral radical solution,7900,8550,successful,93,US,USD,1576994400,1577599200,FALSE,FALSE,theater/plays,108%,4321.5,,
970,Glover-Nelson,Inverse context-sensitive info-mediaries,94900,57659,failed,594,US,USD,1304917200,1305003600,FALSE,FALSE,theater/plays,61%,29126.5,,
971,Garner and Sons,Versatile neutral workforce,5100,1414,failed,24,US,USD,1381208400,1381726800,FALSE,FALSE,film & video/television,28%,719,,
972,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700,97524,successful,1681,US,USD,1401685200,1402462800,FALSE,TRUE,technology/web,228%,49602.5,,
973,"Herrera, Bennett and Silva",Programmable multi-state algorithm,121100,26176,failed,252,US,USD,1291960800,1292133600,FALSE,TRUE,theater/plays,22%,13214,,
974,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800,2991,successful,32,US,USD,1368853200,1368939600,FALSE,FALSE,music/indie rock,374%,1511.5,,
975,Ayala Group,Right-sized maximized migration,5400,8366,successful,135,US,USD,1448776800,1452146400,FALSE,TRUE,theater/plays,155%,4250.5,,
976,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,4000,12886,successful,140,US,USD,1296194400,1296712800,FALSE,TRUE,theater/plays,322%,6513,,
977,Johnson Group,Vision-oriented interactive solution,7000,5177,failed,67,US,USD,1517983200,1520748000,FALSE,FALSE,food/food trucks,74%,2622,,
978,"Bailey, Nguyen and Martinez",Fundamental user-facing productivity,1000,8641,successful,92,US,USD,1478930400,1480831200,FALSE,FALSE,games/video games,864%,4366.5,,
979,"Williams, Martin and Meyer",Innovative well-modulated capability,60200,86244,successful,1015,GB,GBP,1426395600,1426914000,FALSE,FALSE,theater/plays,143%,43629.5,,
980,Huff-Johnson,Universal fault-tolerant orchestration,195200,78630,failed,742,US,USD,1446181200,1446616800,TRUE,FALSE,publishing/nonfiction,40%,39686,,
981,Diaz-Little,Grass-roots executive synergy,6700,11941,successful,323,US,USD,1514181600,1517032800,FALSE,FALSE,technology/web,178%,6132,,
982,Freeman-French,Multi-layered optimal application,7200,6115,failed,75,US,USD,1311051600,1311224400,FALSE,TRUE,film & video/documentary,85%,3095,,
983,Beck-Weber,Business-focused full-range core,129100,188404,successful,2326,US,USD,1564894800,1566190800,FALSE,FALSE,film & video/documentary,146%,95365,,
984,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,6500,9910,successful,381,US,USD,1567918800,1570165200,FALSE,FALSE,theater/plays,152%,5145.5,,
985,Logan-Curtis,Enhanced optimal ability,170600,114523,failed,4405,US,USD,1386309600,1388556000,FALSE,TRUE,music/rock,67%,59464,,
986,"Chan, Washington and Callahan",Optional zero administration neural-net,7800,3144,failed,92,US,USD,1301979600,1303189200,FALSE,FALSE,music/rock,40%,1618,,
987,Wilson Group,Ameliorated foreground focus group,6200,13441,successful,480,US,USD,1493269200,1494478800,FALSE,FALSE,film & video/documentary,217%,6960.5,,
988,"Gardner, Ryan and Gutierrez",Triple-buffered multi-tasking matrices,9400,4899,failed,64,US,USD,1478930400,1480744800,FALSE,FALSE,publishing/radio & podcasts,52%,2481.5,,
989,Hernandez Inc,Versatile dedicated migration,2400,11990,successful,226,US,USD,1555390800,1555822800,FALSE,FALSE,publishing/translations,500%,6108,,
990,Ortiz-Roberts,Devolved foreground customer loyalty,7800,6839,failed,64,US,USD,1456984800,1458882000,FALSE,TRUE,film & video/drama,88%,3451.5,,
991,Ramirez LLC,Reduced reciprocal focus group,9800,11091,successful,241,US,USD,1411621200,1411966800,FALSE,TRUE,music/rock,113%,5666,,
992,Morrow Inc,Networked global migration,3100,13223,successful,132,US,USD,1525669200,1526878800,FALSE,TRUE,film & video/drama,427%,6677.5,,
993,Erickson-Rogers,De-engineered even-keeled definition,9800,7608,canceled,75,IT,EUR,1450936800,1452405600,FALSE,TRUE,photography/photography books,78%,3841.5,,
994,"Leach, Rich and Price",Implemented bi-directional flexibility,141100,74073,failed,842,US,USD,1413522000,1414040400,FALSE,TRUE,publishing/translations,52%,37457.5,,
995,Manning-Hamilton,Vision-oriented scalable definition,97300,153216,successful,2043,US,USD,1541307600,1543816800,FALSE,TRUE,food/food trucks,157%,77629.5,,
996,Butler LLC,Future-proofed upward-trending migration,6600,4814,failed,112,US,USD,1357106400,1359698400,FALSE,FALSE,theater/plays,73%,2463,,
997,Ball LLC,Right-sized full-range throughput,7600,4603,canceled,139,IT,EUR,1390197600,1390629600,FALSE,FALSE,theater/plays,61%,2371,,
998,"Taylor, Santiago and Flores",Polarized composite customer loyalty,66600,37823,failed,374,US,USD,1265868000,1267077600,FALSE,TRUE,music/indie rock,57%,19098.5,,
999,"Hernandez, Norton and Kelley",Expanded eco-centric policy,111100,62819,canceled,1122,US,USD,1467176400,1467781200,FALSE,FALSE,food/food trucks,57%,31970.5,,
